user_id,names,age,past_purchase_amt,badge
88,Christopher Collins,23,33.401766580321045,bronze
89,Brian Gutierrez,35,1303.4881161164665,bronze
90,Toni Dillon,56,45.359465551788766,gold
91,Erik Stephens,77,1.3892125237582098,bronze
92,Carlos Cuevas,27,108.32783297188864,bronze
93,Jonathan Walker,85,240.01058062108007,silver
94,Brianna Henry,62,4.9354060979548535,bronze
95,Mr. Juan Cook,68,46.891336050736996,bronze
96,Carla Berry,45,1351.835938564709,bronze
97,Robert Martinez,23,14.504375179657014,gold
98,Lisa Brown,44,169.288432584937,silver
99,Barbara Rich,65,1734.6080597882822,silver
100,Jennifer Vasquez,46,22.628437381186945,gold
101,Amy Richardson,30,30.983554626119137,bronze
102,Kenneth Ray,52,209.26379502179682,gold
103,Steven Stephenson,45,1887.9428005858038,gold
104,Robert Adams,29,94.68529911892502,gold
105,Shirley Blevins,83,23.290518574476465,gold
106,Melvin Simmons,80,32.880797316628644,silver
107,Sue Morgan,89,13.34611982823472,silver
108,Corey Adams,78,1420.2871983536086,gold
109,Javier Garcia,30,361.8115166001816,bronze
110,Ryan Rivera,74,25.160199136469114,gold
111,Jill Foster,70,1171.7026315165558,silver
112,Kerry Lee,26,101.17901226309328,bronze
113,David Gray,27,134.83695991665334,bronze
114,Jessica Rodriguez,47,1310.3301696236274,bronze
115,Christopher Gonzales,62,1144.421927221846,bronze
116,Mark Wilson,76,810.7727393406324,bronze
117,Paul Turner,77,127.84828262049872,bronze
118,Jennifer Cox,39,19.49298370364005,silver
119,Kimberly Johnson,67,21.256587612605415,bronze
120,Melanie Smith,69,350.04009360474964,bronze
121,Adam Ayala,23,1577.1194000162718,bronze
122,Joseph Clark,28,219.80161459348776,bronze
123,Joshua Wilson,63,667.2571045833706,silver
124,Oscar Moses,73,1933.4127293685663,bronze
125,Erin Gardner,78,1595.5168348041561,bronze
126,Mary Scott,30,214.55191657690963,bronze
127,Monica Banks,26,1068.2392893288163,bronze
128,Mrs. Nicole Robinson,75,39.724984212818846,silver
129,Pamela Ward,75,299.0828873520557,bronze
130,Michael Jones,76,70.0446523913536,silver
131,Steven Harrison,33,542.8090984149965,silver
132,Matthew Miles,56,1058.254092641886,silver
133,Kimberly Baird,49,13.233822339821522,silver
134,Virginia Berry,32,248.82214767199105,silver
135,Nicole Johnson,32,0.13170012863253922,silver
136,Aaron Nelson,88,190.07307957873053,bronze
137,Megan Lopez,43,72.50491309457466,silver
138,Terry Thompson,76,1671.6227792592726,bronze
139,Curtis Smith,46,26.490840063372474,bronze
140,Nicholas Smith,53,24.473412569750856,silver
141,Victor Simmons,61,64.52772431005174,silver
142,Toni Nelson,60,93.76486699544672,silver
143,Cynthia Rios,76,12.593943873374315,gold
144,Raymond Wolfe,28,93.63493184031202,bronze
145,Thomas Santos,85,7.3749849872896345,silver
146,Madison Cox,34,37.761255854947244,bronze
147,Lauren Mckenzie,46,7.016136723810562,bronze
148,Charles Gonzales,72,232.90467457976192,bronze
149,Aaron Kelley,84,24.305434083737676,silver
150,Maria Thomas,54,603.1495567504836,gold
151,Barbara Estes,28,8.752046002450387,gold
152,Lori Ross,34,68.26753966973628,silver
153,Glenda Boone,32,12.47094402138732,bronze
154,Brenda Wise,57,27.40526946944138,bronze
155,William Thomas,51,28.60770085253922,silver
156,Ann Gonzales,42,12.184889366014135,gold
157,John Mitchell,43,42.66310821288693,silver
158,Stephanie Webb,70,155.0960282917888,bronze
159,Debra White,69,19.20926629358829,silver
160,Olivia Solomon,24,45.368715204685515,bronze
161,Xavier Smith,31,34.94098483139093,silver
162,Robert Johnson,28,1815.8808426587977,gold
163,Peter Olson,30,364.4452024325311,silver
164,Christine Martinez,75,1321.9370012069123,silver
165,Michelle Sanchez,47,1857.4713443801031,bronze
166,Michael Martin,79,527.1321270587421,silver
167,Julie Petersen,45,1784.2992198566765,bronze
168,Kathryn Cervantes,32,102.09472842192527,gold
169,Tina Alexander,80,49.0102122364296,bronze
170,Sherri Odom,86,119.48682120776807,bronze
171,Mary Campbell,89,94.71515274525325,bronze
172,Derrick Marshall,71,94.18449534059062,silver
173,Brandon Parker,63,47.528463092215986,bronze
174,Hannah Hull,75,25.713907764304356,silver
175,Brittany Vargas MD,30,148.24655074410742,silver
176,John Jenkins,36,41.55530479365508,bronze
177,Randy Acosta,73,41.89084561932631,bronze
178,Gregory Alvarado,41,1772.8033739733705,bronze
179,Kimberly Cross,61,49.7099514598325,gold
180,Amy Ryan,50,73.3329288920521,gold
181,Michael Valdez,78,1015.7294415769213,bronze
182,Taylor Reynolds,28,37.57486127974079,gold
183,Joshua Murphy,47,153.56968471428112,gold
184,Tina Harrell,35,27.529357054039306,bronze
185,Walter Davis,78,1881.1188840434716,gold
186,Melissa Ferguson,86,32.14589183040958,bronze
187,George Morrow,33,82.06980825131116,bronze
188,James Anderson,21,2.2162765434589007,silver
189,Dennis Phelps,33,325.3446631331549,gold
190,Eric Thompson,31,155.3284374028228,bronze
191,James Williams,79,40.07840047072012,gold
192,Richard Ball,21,45.99795257743216,bronze
193,Kristen Strong,74,169.15558834293375,bronze
194,Danielle Patel,46,49.460733272917054,gold
195,Cindy Flowers,33,45.217103026948834,silver
196,Mark Moreno,86,17.617476364783986,bronze
197,Kenneth Wright,60,40.396282785149126,bronze
198,Melissa Perez,68,17.025453512106253,silver
199,Kyle Gay,38,2.2916666912342345,bronze
200,Jessica King,86,1363.1028228478926,bronze
201,Lisa Yang,30,34.11937714933278,gold
202,Jacob Hicks,61,1753.1501078483652,bronze
203,Patrick Miller,38,31.67758951513333,silver
204,Nathan Logan,47,33.709650231104085,gold
205,Jeffrey Nguyen,78,1660.5048752863333,silver
206,Jonathan Rodriguez,41,23.121149117174134,bronze
207,Jennifer Smith,86,1419.585020261536,silver
208,Dr. Amanda Smith,89,219.8045708501867,bronze
209,Angela Jones,37,18.30990981888421,bronze
210,Sally Alvarez,82,659.4581484329022,bronze
211,Anna Valenzuela,87,8.120481655287392,silver
212,Gwendolyn Silva,47,12.879979540143788,bronze
213,Jennifer Robertson,65,14.785684464929256,silver
214,Rebecca Morales,23,142.9991667983966,bronze
215,Michael Vasquez,19,16.15191635212169,silver
216,Audrey Brown,82,1193.8200937663432,bronze
217,Kevin Olsen,53,383.2247470838972,gold
218,Austin Duke,22,46.71067527053863,bronze
219,Jordan Kelley,64,220.61942381999424,bronze
220,James Raymond,19,8.664958483895436,bronze
221,Kevin West,63,29.24883464381361,gold
222,Craig Baker,35,74.46202134942433,bronze
223,Jacob Velasquez,49,718.3984171025053,bronze
224,Troy Dyer,38,1025.076351870517,bronze
225,Jennifer Mckay,18,1447.4184880803543,gold
226,Kimberly Martinez,57,66.09068237599652,bronze
227,Mary Andrews,54,47.91692766361966,bronze
228,Jason King,81,82.85050046051603,bronze
229,Nathaniel Miller,60,12.947196496657249,bronze
230,Cheryl Benitez,35,37.3227104513796,bronze
231,Jacob Williams,75,8.010563764220935,bronze
232,Ryan Ray,64,570.814791952509,bronze
233,Alicia Smith,44,228.7850718762887,bronze
234,Jennifer Griffith,77,110.62185295213642,bronze
235,Darlene Ramirez,18,20.569871204836137,silver
236,Gail Wilson,39,245.2620505212193,bronze
237,Kevin Carr,39,92.52681497661186,bronze
238,Chelsea Howell,29,342.1643692908636,silver
239,Austin Schwartz,59,39.89340163164251,bronze
240,David Higgins,47,137.59303690910775,bronze
241,Danielle Vaughn,50,97.21763634639441,bronze
242,Jeffrey Brown,52,33.50374891182516,bronze
243,Cassie Evans,58,91.52163198570337,bronze
244,Megan Nguyen,53,251.1435016110477,gold
245,Carl Williams,81,30.03479955069535,bronze
246,Peter Mcintosh,57,150.68855827116298,bronze
247,Susan Olson,46,247.66240872212916,gold
248,Melissa Hammond,53,73.04623999019385,gold
249,Christy Simpson,83,1178.7992707759986,bronze
250,William Burton,63,96.90973949692447,bronze
251,Laura Kramer,44,46.30924265234617,silver
252,Brett Clarke,88,44.91572657473488,bronze
253,Jason Werner,74,757.8802124308647,bronze
254,Margaret Tucker,77,29.491755247009017,bronze
255,Mary Adams,74,6.366444460474313,bronze
256,Gina Chavez,39,242.79476792482362,gold
257,Brett Sanchez,53,24.89605387354832,bronze
258,Anna Baker,72,1491.0985595860345,bronze
259,Belinda Koch,31,17.807599510600696,bronze
260,Christian Moore,72,16.09087909311397,bronze
261,Gabriella Smith,77,37.322603974725375,bronze
262,Leslie Parsons,51,126.44807519324746,bronze
263,Amber Williams,77,1823.832910296236,bronze
264,Regina Torres,48,1783.4719185071367,silver
265,George Thomas,69,127.55044762047827,gold
266,Robert Le,19,221.12139937953341,silver
267,Dawn Holmes,72,48.760626063847006,silver
268,Bethany Bishop,64,129.43237145284985,gold
269,Gary Humphrey,44,240.64176136880658,bronze
270,Craig Harris,83,835.2826540340834,bronze
271,Denise Warren,70,5.1659613789396435,bronze
272,Ashley Lynn,47,34.495341082291354,silver
273,Kimberly Rivera,54,1029.7475148059293,bronze
274,Karen Flores,56,630.8745186926233,bronze
275,Michele Carr,40,26.710902260727053,gold
276,Leah Robbins,25,523.486168095189,gold
277,James Ellis,27,128.53336870840212,gold
278,Richard Oneal,59,130.28391399826543,bronze
279,Mr. Christopher Logan PhD,53,6.1565403342752845,bronze
280,William Joseph,79,1738.6208618797477,bronze
281,Jackie Johnson,24,460.94758269815526,silver
282,Stephen Miller,50,1512.7467969382815,silver
283,Michele Williams,56,8.82610002036074,silver
284,Kristen Baldwin,54,11.98638641382474,bronze
285,Melissa Murray,39,222.37274135182307,gold
286,Kristopher Blair,83,42.970935589356735,gold
287,Eric Rodgers,73,1302.115787966279,silver
288,Robert Whitehead,42,43.416216328745335,silver
289,Henry Davis,54,33.976005584157576,gold
290,Connor Avila,45,15.433901810134143,bronze
291,Linda Jones,63,211.96730021708015,bronze
292,Steven Wright,57,94.071193747466,bronze
293,Jeffrey Mullins,55,1610.6261986293894,gold
294,Samantha Cook,28,15.719130830026383,bronze
295,Kristy Wood,80,177.7091209235391,silver
296,Bradley Jones,88,29.378914933285838,gold
297,Robert Graves,85,34.05438791427414,gold
298,Lucas Shepherd,57,1808.59431798006,bronze
299,James Evans,19,1973.6364254359432,silver
300,Joshua Kirk,27,84.10318485119389,silver
301,Kylie Jones,33,215.38407052545725,silver
302,Jacqueline Ali,36,133.9997186844386,bronze
303,Rachel Thompson,55,29.060043989773842,bronze
304,Ian Rodriguez,82,90.74437726133682,silver
305,Brian Garcia DVM,44,34.16448030903562,bronze
306,Eric Richardson,61,98.57433827353412,bronze
307,Shawn Patel,61,1918.26521185438,bronze
308,Adam Marquez,67,702.834001207282,bronze
309,Tiffany Hogan,83,211.89212050497315,bronze
310,Jesse Schneider,83,14.20676131160173,bronze
311,Jason Friedman,84,74.58420221868234,bronze
312,Derek Evans,89,71.98278141127179,bronze
313,Jack Walker,77,123.07110075482558,silver
314,Michael Byrd,64,0.16542548898473286,gold
315,Matthew Lowe,37,39.668434730810716,bronze
316,Mrs. Danielle Powell,20,15.359972423304729,gold
317,Joseph Young,49,97.3663297300369,bronze
318,Cheyenne Hopkins,30,34.013451376567275,bronze
319,Kenneth Hall,33,12.38741695061265,bronze
320,Kaylee Jimenez,45,29.710013056619854,silver
321,Holly Ford,35,0.5363874991845596,bronze
322,Steven Little,30,139.20169396549812,silver
323,Jasmine Rice,41,1401.9264933632849,bronze
324,Joann Caldwell DDS,19,11.839061250727495,bronze
325,Caleb Wilson,20,38.72698514349659,gold
326,April Clark,27,17.199715955407164,silver
327,Tracy Mccormick,29,7.936167515964293,bronze
328,Scott Davis,36,27.15124430123635,bronze
329,Teresa Potter,67,13.38077570389577,bronze
330,Annette Howard,47,1879.8205930723773,bronze
331,Andrea Ortega,80,176.27097685833849,silver
332,Zachary Stevens,47,47.82985286366708,bronze
333,Rebecca Brown,74,1666.9297056457067,gold
334,Samantha Abbott,44,14.908370389764736,bronze
335,Doris Bishop,60,93.06865058825653,silver
336,Kimberly Jones,38,217.41103958625766,gold
337,Jim Mcguire,55,988.509785073296,gold
338,David Fry,51,143.62602309211533,gold
339,Edwin Norman,24,12.685294947783776,bronze
340,Adam Williams,63,45.164116812399875,silver
341,Timothy Hart,87,230.44319838152987,silver
342,Matthew Henson,84,230.71487544813493,bronze
343,David Cole,84,26.43896753480034,silver
344,Jerry Gilbert,84,875.9509788815769,gold
345,Robert Vaughn,76,1309.8942657601112,bronze
346,James Wade,65,38.453571506936846,bronze
347,Steven Ramirez,51,42.30483950366135,silver
348,Caitlin Delgado,57,207.70714232330093,silver
349,Linda Phillips,72,5.530104733256158,silver
350,Tammy Diaz,72,145.1760482923092,bronze
351,Christopher Waters,58,157.4609030938107,bronze
352,Mario Palmer,45,171.51964489878011,silver
353,Jeffrey Thomas,28,30.41565949424625,bronze
354,Susan Esparza,60,45.08403214991933,bronze
355,Kelly Vargas,44,9.272825423521603,bronze
356,Rebecca Williams,67,669.1196084457151,gold
357,Shawn Preston,51,33.216962835011735,gold
358,Kimberly Wilson,89,794.6265887018735,silver
359,Valerie Brown,85,32.97401847690453,silver
360,Brandi Perez,77,1212.840538897965,bronze
361,Mrs. Crystal Smith MD,27,45.06203561793591,silver
362,Lisa Carpenter,59,42.83480972418702,silver
363,Deanna King,87,4.6350585628999745,bronze
364,Michael Saunders,81,1807.6782764767636,bronze
365,Laura Lee,39,43.97397398869532,bronze
366,Melissa Roman,78,1.0743340870962181,silver
367,Michael Lara,18,15.361076246381822,bronze
368,Andre Good,46,9.303435814916789,gold
369,Karen Hernandez,81,150.77944769565522,silver
370,Michelle Martin,82,5.443287005168967,bronze
371,Michael Horton,87,32.448823032657955,bronze
372,Ann Gibbs,51,11.682240722936415,silver
373,Daniel Harper,48,24.80958384180069,gold
374,Allen Lee,68,45.490641132271634,gold
375,Andrew Briggs,80,301.0834018121253,gold
376,Frederick Doyle,54,171.61245051549363,silver
377,Michael Ford,53,19.69647399129526,gold
378,Matthew Cooke,47,788.1066706699773,bronze
379,Jacob Hutchinson,26,26.54085351344671,bronze
380,Alex Combs,52,49.8524359233781,silver
381,Melanie Hunter,54,44.29643532577297,bronze
382,Angela Mcknight,59,40.69756395339155,silver
383,James Smith,27,43.13017327384344,gold
384,Valerie Martin,28,32.02238429019693,bronze
385,Brandy Ramos,76,49.6480533341591,gold
386,Ronald Johnson,30,21.89329792455581,bronze
387,Jessica Thompson,27,36.64803729269796,bronze
388,Kenneth Lopez,85,44.322448470882286,gold
389,Jason Jones,64,21.904372659882902,gold
390,Eric Jimenez,36,18.308369734056644,silver
391,Megan Tyler,82,97.59369335042368,silver
392,Luis Hoover,48,38.743393728737686,silver
393,Kelly Barrett,63,93.37891146361017,gold
394,Susan Johnson,47,3.9131952432027384,bronze
395,Christopher Ross,75,38.814777275967735,bronze
396,Michael Scott,29,244.70583118686298,bronze
397,Amy Scott,34,619.1133529426289,silver
398,Tonya Collins,85,6.829299693171725,bronze
399,James Williams,61,1221.8400495191643,silver
400,Patricia Cunningham,60,1757.256905723069,gold
401,Melissa Anderson,27,12.670959439926976,gold
402,Yvonne Ferguson,72,9.538189473701635,bronze
403,Hannah Mccoy,81,48.86237510594855,gold
404,Susan Ramos,61,23.898305124789022,silver
405,Charles Guerra,65,37.12385838679669,bronze
406,Ronnie Daniel,51,728.1439776334968,bronze
407,Jessica Wilcox,19,1651.8956977936216,bronze
408,Cheryl Cortez,51,1957.814346093606,gold
409,Brent Banks,38,139.3159091272522,bronze
410,William Chapman,31,215.42990481381767,silver
411,Daniel Hall,56,1196.0652747649087,bronze
412,Denise Foster,24,19.118257407136912,gold
413,Garrett Allison,54,1247.429786211474,bronze
414,Michael Gomez,78,33.38523649830333,bronze
415,Wendy Johnson,88,231.23356776205065,silver
416,Natalie Santos,89,177.22736047947316,bronze
417,Susan Horton,88,919.5595935781196,silver
418,Tony Dixon,31,5.0084541714304045,bronze
419,Zachary Smith,43,16.438342460426554,silver
420,Vincent Cardenas,33,6.839157103189858,gold
421,Andre Petty,49,43.67084959590963,bronze
422,Caroline Lopez,45,210.45792518326388,bronze
423,Patrick Gutierrez,54,29.547619525714484,silver
424,Michelle Fleming,45,236.38874488052534,gold
425,John Olson,67,1703.7522883433653,gold
426,Dana Sanders,43,8.420591678397487,gold
427,Lauren Rodriguez,64,32.83663882095342,gold
428,Ricky Sanchez,73,8.749098939817923,bronze
429,Ms. Taylor Jones,44,1014.3294253761106,gold
430,Nathan Garner,29,12.766772564494005,bronze
431,Ashley Collins,66,22.18414259994536,silver
432,Terry Hester,38,77.84404164303194,bronze
433,Alan Valdez,86,27.32656181882442,silver
434,David Mayo,29,31.525241684779964,silver
435,Taylor Ramirez,83,28.676157402682108,gold
436,Colleen Lee,62,4.5245150537910614,silver
437,Bobby Gomez,22,55.17414607326532,bronze
438,Sarah Cox,20,32.12414204047458,gold
439,Breanna Hernandez,42,192.30746734349597,silver
440,Kyle Nielsen,43,221.89914930648658,silver
441,Terri Davis,77,11.351653157618118,bronze
442,Michael Smith,62,204.27708028361943,gold
443,Mr. Bradley Liu,60,32.21931063818174,bronze
444,Andrew Morris,37,179.34130033608915,bronze
445,Emily Petty,31,47.5484059316731,bronze
446,Maria Norris,65,44.8668087200629,bronze
447,Debra Williams,73,27.797870051449653,gold
448,Larry Clark,33,221.62581252843322,bronze
449,Kathryn Rodriguez,53,1179.1670194515264,bronze
450,Christina Garcia,58,93.540559959023,bronze
451,Amber Mueller,37,154.20898856458638,bronze
452,Nicole Lawson,19,774.8163964336294,gold
453,Mark Nelson,60,223.03231987781595,bronze
454,Bethany Anderson,83,37.846836223631676,silver
455,Nicholas Bush,88,23.6408164170791,silver
456,Andrew Petersen,78,5.581826212652902,silver
457,Tracie Jones,38,222.59925964890178,bronze
458,Michael Palmer,54,118.5320130238295,silver
459,Randy Ruiz,64,853.2478929930343,gold
460,Michaela Bradley,26,792.6809629997986,silver
461,Erika Kim,44,35.26585193692594,bronze
462,Kyle Shannon,60,248.3138448125506,bronze
463,Bethany Wong,67,53.45590053022503,gold
464,Mary Edwards,32,145.52287556771915,bronze
465,Isaac Bright,64,71.04865759549538,gold
466,Brenda Castillo,55,151.5209592715714,bronze
467,Brian Benton,56,100.4194209083602,gold
468,Jonathan Miller,36,130.04954888808066,silver
469,Alyssa Brennan,74,30.629535751024584,gold
470,Aaron Silva,70,27.5181347548229,bronze
471,Andrew Mccoy,74,18.790059006401915,bronze
472,Stacy Harrington,87,37.22493222811922,silver
473,Tracy Gray,86,181.34490608940786,bronze
474,Christopher Smith,74,49.03703060737438,gold
475,Deborah Schultz,44,18.055050331156785,bronze
476,John Wiggins,50,29.213125054017965,bronze
477,Juan Turner,57,10.105798137212673,silver
478,Vanessa Gamble,47,903.9559930100601,bronze
479,Amy Sanchez,88,565.9869460062255,bronze
480,Michael Lee,61,165.78967393939934,silver
481,Paul Christian,88,2.8515084573790093,bronze
482,Bradley Chase,43,1854.960943962837,bronze
483,Amber Wade,81,9.366172879370643,silver
484,Hannah Bentley,33,1624.8864815885727,bronze
485,Kyle Williams,76,49.187790444935985,bronze
486,Michael Jordan,70,1499.957294365098,bronze
487,Debra Becker,47,11.670516419008553,bronze
488,Sarah Cook,48,11.593305161832424,silver
489,Adriana Mendez,73,1738.2675302489974,silver
490,Christina Wheeler,25,116.81328489332735,silver
491,Paula Johnson,32,41.38945419558329,gold
492,Jessica Ortiz,76,57.106196552438234,gold
493,Roger Hunter,68,12.770832706162722,silver
494,Brian Stephens,39,158.70612028669072,gold
495,Valerie Gibson,62,591.4594195494274,silver
496,Ebony Ortega,52,37.74625921694464,silver
497,Hunter Morris,69,1553.5776323792788,silver
498,Mary Ayala,47,189.358060303604,bronze
499,Christina Turner,79,8.484106341759134,bronze
500,Jordan Ochoa,64,76.88797158668362,silver
501,Crystal Johnson,23,20.053517536233457,gold
502,Daniel Perez,61,4.2750509592517085,bronze
503,Danielle Smith,24,1576.463396103876,bronze
504,Barry Nunez,86,770.4245023622807,silver
505,Teresa Lopez,51,1193.1577928495392,silver
506,Jamie Thomas,44,114.32717953816594,silver
507,Shawn Barber,29,8.620190045724158,silver
508,Timothy Santiago,20,35.54740973187669,bronze
509,Christy Carter,20,25.516172636991026,silver
510,Crystal Higgins,79,1800.6930289108611,silver
511,Jennifer Livingston,50,39.60153862316959,bronze
512,Jamie Romero,43,31.67762478339834,bronze
513,Austin Morris,64,87.98697973274363,bronze
514,Jonathan Snyder,73,13.833559253633581,gold
515,Martin Duran,73,539.1623576685181,silver
516,Rebecca Jones,22,97.39675632117451,bronze
517,Janice Rodriguez,38,1865.616303005984,bronze
518,David Evans,48,41.541167368014854,silver
519,Amanda Kennedy,67,219.25354984102285,gold
520,Mikayla Daniels,26,169.38244220855276,bronze
521,Daniel Snyder,67,22.0987537237446,bronze
522,Matthew Porter,23,384.8373807239698,bronze
523,Maria Berry,89,1902.4330373625442,silver
524,Maria Carter,36,8.252513044169563,bronze
525,Brian Jones,42,113.50904227128942,gold
526,Abigail Reyes,19,49.807088761327805,bronze
527,Hannah Jenkins,31,12.30838322290963,gold
528,Travis Duncan,25,171.2865851470507,bronze
529,Phillip Sharp,54,157.70773280350264,bronze
530,John Bennett,24,68.97049272606453,silver
531,Spencer Lara,57,36.216896398490356,gold
532,Cassandra Olson,27,29.497124596850714,bronze
533,Wesley Sandoval,39,92.76986008695818,bronze
534,Troy Flowers,80,170.88116851674985,bronze
535,Catherine Banks,35,44.334789669058836,bronze
536,Tammy Martin,86,112.13196218204035,bronze
537,Natalie Price,46,173.57262880213366,gold
538,Christopher Flores,73,22.65271575940468,silver
539,Trevor Jordan,58,15.368992731878356,bronze
540,Samantha Garcia,88,29.164952883307105,bronze
541,Jocelyn Cook,76,41.55186938981225,gold
542,James Ballard,39,201.32579428623157,silver
543,Victoria Ochoa,76,48.01064839440716,bronze
544,Lee Mclaughlin,71,87.0139662190054,bronze
545,Theresa Carlson,77,16.106820278703353,bronze
546,Emily Kramer,44,171.97494921532376,silver
547,Katrina Frazier,46,200.09962784440205,bronze
548,Dr. Clinton Oneill,73,1423.663300379671,bronze
549,James Butler,18,71.40399485704691,bronze
550,Michelle Jimenez,84,104.83047715390606,silver
551,Vincent Myers,31,5.4500238008754645,silver
552,Mr. Jeffrey Walker,49,12.071362702285636,silver
553,Stephanie Joseph,60,62.19856995695494,silver
554,Amy Smith,34,12.963652592339049,bronze
555,Adam Hartman,61,6.327728453291492,bronze
556,Elaine Hoffman,83,18.66408601242253,bronze
557,Caroline Garrett,69,21.670571480663455,silver
558,William Schmidt,33,149.70396214681784,bronze
559,Crystal Perez,22,785.1974941874851,bronze
560,Brian Mills,77,1986.543350105485,silver
561,Michele Johnson,33,597.7150662076871,bronze
562,Charles Lee,63,107.72527769265928,bronze
563,Amy Brown MD,72,243.97456320950542,bronze
564,Melissa Heath,33,46.56577593485997,gold
565,Keith Fernandez,46,15.832793331163886,gold
566,Michael Gallagher,37,1191.75607226156,bronze
567,Michael Burnett,45,53.6286356881398,silver
568,Micheal Gibbs,70,131.19161730706278,gold
569,Anthony Willis,48,171.1065276971805,bronze
570,David Cook,84,530.8439848763765,bronze
571,Kelly Hampton,44,202.15980390069865,bronze
572,Cameron Hensley,60,29.18677602575282,bronze
573,Hayden Smith,61,80.83908441598672,bronze
574,Francisco Robinson,71,21.363455446469576,bronze
575,Erica Burnett,37,1212.5620674050206,gold
576,Angela Graham,89,225.55947067371739,silver
577,Joshua Henry,84,815.0694065887984,bronze
578,Darren Nelson,19,1480.0432513665185,gold
579,Jason Gregory,70,39.67069064963337,bronze
580,Linda Brewer,48,45.93696271146307,silver
